text,label
PSD DRC ICF funds for Essor,Related to climate
Public works Infrastructure programme -ICF Resource,Related to climate
Race for Resilience - New scope of work DFID Climate Mainstreaming Facility consultancy support,Related to climate
Race to Resilience - July 2022 onwards.,Related to climate
Rapid Response Facility on Climate Change,Related to climate
Rapid Response Fund (RRF),Related to climate
Re-Imagining the Indus: Mapping Irrigation - water related practices and policies in the two PUNJABS,Related to climate
Re-Imagining the Indus: Mapping Irrigation-Water Related Practices and Policies in the Two PUNJABS,Related to climate
"REACH - Capital Element ICF IWSP - To produce robust and accessible evidence for policy decision-makers in Africa and South Asia, on how to ensure sustainable delivery of water services at scale, and better understand the cost benefits and trade",Related to climate
REACH: Improving water security for poor people,Related to climate
"REACT Household Solar Round 1: Finance via REACT to support early-stage enterprises that provide off-grid solar systems to poor households in Zimbabwe, Zambia, Sierra Leone and Malawi.",Related to climate
"REACT Household Solar Round 2: Finance to support early-stage enterprises that provide off-grid solar systems to poor households in Nigeria, Ethiopia, Senegal.",Related to climate
"Reconstruction - Infrasturcture Investment (climate resilient), via Mott Macdonald Ltd",Related to climate
Recovery planning improvements and inclusive resilience action in Caribbean countries,Related to climate
REDDA - ICF Scoping Studies EACDS,Related to climate
REDDA - Reversing Environmental Degradation in Africa and Asia - Research and Innovation Implementation,Related to climate
Redesigning Indonesian Sustainable Palm Oil (ISPO),Related to climate
Reducing Deforestation through Improved Spatial Planning in Indonesia,Related to climate
"Reducing Deforestation Through Improved Spatial Planning in Papua Provinces, Indonesia",Related to climate
Reducing Emissions from Deforestation and Degradation,Related to climate
Reg Climate Change Programme,Related to climate
Regional Civil Society Fund for South Asia Water Governance Programme- The Asia Foundation (TAF),Related to climate
Regional Transboundary Water Resources Programme - Evaluation,Related to climate
Regional Transboundary Water Resources Programme - Phase 3,Related to climate
Regional Vulnerability Assessment and Analysis Programme,Related to climate
Rehabilitation of Freetown’s Water Supply System,Related to climate
Renewable Energy and Adaptation Climate Technologies (Africa Enterprise Challenge Fund),Related to climate
Renewable Energy from Forests in the Miombo (REFORM),Related to climate
Renewable Energy Policy Work and Donor Coordination,Related to climate
Report exploring the role of international public finance for adaptation,Related to climate
Report on approaches to monitoring and evaluating climate change programmes,Related to climate
Report on opportunities for international coordination for monitoring and evaluation climate change assistance,Related to climate
REPP - Renewable Energy Performance Platform,Related to climate
Research - Core funding for Energy Sector Management Assistance Programme,Related to climate
Research Into Use Programme - Scaling Up Outputs From DFID's Natural Resources Research,Related to climate
"Research on capital flight , to inform the Coalition for Climate Resilient Investment",Related to climate
Research on Growth and High Volume Transport in Low Income Countries,Related to climate
Research study to identify options for climate change adaptation that offer good value for money,Related to climate
Research supporting multilateral and regional lending banks green infrastructure investment flows (growth focus),Related to climate
Resilience and Shock Responsiveness [Closed component],Related to climate
Resilient WASH related infrastructures,Related to climate
Resilient Water Sanitation and Hygiene (WASH) and Emergency Preparedness Programme (RWEPP),Related to climate
Resource - International Centre for Renewable Energy Resource Mapping,Related to climate
Results Based Financing for Low Carbon Energy Access,Related to climate
"Reversing Environmental Degradation in Africa and Asia (REDAA) - Innovative research for the environment, livelihoods and wildlife.",Related to climate
Review of Intergovernmental Arrangements on Forests and Their Effectiveness,Related to climate
Review of the Economics of Climate Change in the Caribbean,Related to climate
Review of the Economics of Climate in the Caribbean (Phase 2 and 3),Related to climate
Risk Pools Programme (RPP),Related to climate
Risk-Informed Early Action Partnership Secretariat,Related to climate
Rural Access Programme - Climate Change and Environment,Related to climate
"Rural Access Programme 3 - Road Consturction, Maintenance and Upgrading - ICF Capital",Related to climate
Rural and Agriculture Markets Development programme for Northern Nigeria -Programme Advisory,Related to climate
Rural and Agriculture Markets Development programme for Northern Nigeria (PrOpCom Mai-karfi),Related to climate
Rural Electrification in Sierra Leone,Related to climate
Rural Electrification in Sierra Leone - Capital Spend,Related to climate
Rural Energy Fund - Capital Support,Related to climate
Rural Energy Fund - Project Preparation/TA,Related to climate
Rural Water for Sudan-Darfur (infrastructure) (ICF-CDEL),Related to climate
Rural Water for Sudan-Darfur t(non-infrastructure) (ICF-RDEL),Related to climate
Rural Water for Sudan-East (infrastructure) (ICF-CDEL),Related to climate
Rural Water for Sudan-East(non-infrastructure) (ICF-RDEL),Related to climate
Rwanda - Support to Low Carbon Development and Climate Change,Related to climate
Rwanda Multi-Donor Civil Society Support Programme -Contribution to International Climate Fund(ICF),Related to climate
"Sanitation, Water and Hygiene for the Rural Poor",Related to climate
"Save the Children: Building Resilience in the Arid Lands in Mandera County, Kenya",Related to climate
Scale-up of Results-Based Financing for Low Carbon Energy Access into new countries/sectors,Related to climate
Scaling up Nature-based Solutions for Improving Integrated Water Resources Management and Enhanced Water Security in Pakistan,Related to climate
Scaling up of Disaster Risk Reduction and Adaptation in DFID Focal Countries,Related to climate
Scaling up of Disaster Risk Reduction and Adaptation in the Sahel,Related to climate
Scaling up of the Energy & Environment Partnership with Southern & East Africa - Implementation Phase,Related to climate
Scaling up of the Energy and Environment Partnership with Southern and East Africa,Related to climate
School Construction and Infrastructure - Climate Change Intervention,Related to climate
Scoping for the trade and investment facility - CDC,Related to climate
Scoping Study by the X Prize Foundation - Environmental Technology Innovation Prizes,Related to climate
Scoping Study by UNDP for Large Scale Solar Deployment in Indian Railways,Related to climate
Scoping study on marine energy in Indonesia,Related to climate
Scoping study on potential waste oil to biodiesel recycling in Jakarta,Related to climate
Scoping Work for Renewable Energy Resource Centre,Related to climate
Secondment of Specialist Adviser to the Ministry of Finance Climate Resilience Green Economy Facility’,Related to climate
Securing global wheat crops for food and nutritional security - in partnership with the Bill & Melinda Gates Foundation (BMGF),Related to climate
Seed Funding for Investments under the Sustainable Urban Economic Development Programme in Kenya,Related to climate
Service Delivery of Climate Change Adaptation Activities in Health Facilities in Kenya,Related to climate
"Set of learning resources around climate-smart agriculture, exploring how to integrate climate change into agriculture, food and nutrition programmes",Related to climate
"Sharing Vision Among Riparian States for Transboundary Rivers in South Asia, Central Asia and South-East Asia",Related to climate
SHEAR - Science for Humanitarian Emergencies and Resilience,Related to climate
Shell Foundation (SIIMA) ICF,Related to climate
SHPR- Emergency Resopnse and Recovery Fund (ERRF)- Support to Monsoon Flooding 2017,Related to climate
Sierra Leone International Climate Financing - Investment and Fund Management,Related to climate
Smallholder Adaptation Programme (SAP) – Climate and Environmental Appraisal,Related to climate
Smart Urban Development in Indian States (SmUDI),Related to climate
SMEP - ICF Project Management Agency (PMA),Related to climate
SMEP - ICF UNCTAD (United Nations Conference on Trade and Development),Related to climate
SMEP - Sustainable Manufacturing and Environmental Pollution programme,Related to climate
SNP: Procurement of Solar Equipment,Related to climate
Social Justice on Forestry,Related to climate
Social Protection Programme Financial Aid (% contribution to Climate finance),Related to climate
Solar Nigeria Programme,Related to climate
Solar Nigeria Programme Consultancies,Related to climate
Somali Health and Nutrition (SHINE) Climate Fund (ICF) component supporting climate change mitigation,Related to climate
Somalia Humanitarian and Resilience Programme (SHARP) 2018-2022,Related to climate
South Africa’S Economic Policies for a Carbon Constrained World,Related to climate
"South Asia Low Carbon, Climate-Resilient Growth Study",Related to climate
South Asia Water Governance Programme (SAWGP),Related to climate
South Asia Water InitiativeComplimentary Project,Related to climate
South Sumatera Partnership for Landscape Management Support Project,Related to climate
Southern Agricultural Growth Corridor of Tanzania - Green Growth Strategy,Related to climate
Southern Agriculture Growth Corridor Programme in Tanzania,Related to climate
Specialist Adviser (staff cost) to deliver food security and Disaster Risk Management aspects of Climate High-Level Investment Programme (Resource),Related to climate
Specialist Inputs to the Forest Governance and And Trade Programme,Related to climate
Stability and Growth Programme,Related to climate
Start Ready: Supporting Communities to be Disaster Ready,Related to climate
Stimulating New Business Models for Delivery of Modern Energy Services in Rwanda Through Advance Market Commitments for Renewable Energy,Related to climate
Stimulating New Business Models for Delivery of Modern Energy Services in Rwanda Through Advance Market Commitments for Renewable Energy (2),Related to climate
"Stimulation of marked based mechanisms to build the resilience of 348,000 climate vulnerable people in Ethiopia",Related to climate
Strategic Climate Change Policy Fund,Related to climate
Strategic Climate Change Policy Fund - Design,Related to climate
Strategic Climate Change Policy Fund - Implementation,Related to climate
Strategic Climate Institutions Programme,Related to climate
Strategic Climate Institutions Programme -Inception Fund,Related to climate
Strategic Climate Institutions Programme (SCIP) Climate Resilent Green Economy,Related to climate
Strategic Climate Institutions Programme (SCIP)- Appraisal and Design,Related to climate
Strategic Climate Institutions Programme (SCIP)- Fund Manager of the Government and Civil Society pillar,Related to climate
Strategic Climate Institutions Programme (SCIP)- Innovative Centre,Related to climate
Strategic Climate Institutions Programme (SCIP)- Interim support to Environmental Protection Authority,Related to climate
Strategic Climate Institutions Programme (SCIP)- Monitoring and Evaluation,Related to climate
Strategic Partnership Arrangement II between DFID and BRAC - International Climate Fund,Related to climate
Strengthen the impact of funding to build climate resilience and support low carbon development,Related to climate
Strengthening Adaptation and Resilience to Climate Change in Kenya (StARCK),Related to climate
Strengthening Adaptation and Resilience to Climate Change in Kenya Plus (StARCK+),Related to climate
Strengthening and developing Key Performance Indicators relevant for adaptation and suggestions for second tier indicators,Related to climate
Strengthening Climate Resilience to increase capacity of the most vulnerable households and communities,Related to climate
"Strengthening Climate Resilient Systems for Water, Sanitation and Hygiene Services in Ethiopia (SCRS - WASH)",Related to climate
Strengthening Disaster Recovery and Resilience in the Caribbean,Related to climate
Strengthening disaster resilience in Nepal,Related to climate
Strengthening Emergency Preparedness and Response in Kenya (2014-2018),Related to climate
Strengthening Forest Governance Through Civil Society Tracking of Illicit Timber Flows,Related to climate
Strengthening Forestry Governance in Developing Countries 2015 to 2020,Related to climate
Strengthening humanitarian preparedness and response in Bangladesh,Related to climate
Strengthening humanitarian preparedness and response in Bangladesh- Contribution to UNOPS- ICF RDEL,Related to climate
Strengthening Impact Investment Markets for Agriculture (SIIMA),Related to climate
"Strengthening Indonesia's Low Carbon Development Initiative secretariat through capacity building, transfer of knowledge and secondment.",Related to climate
"Strengthening International Waters Cooperation, Management and Development in sub-Saharan Africa",Related to climate
Strengthening knowledge and tools for climate change adaptation,Related to climate
Strengthening livelihoods programmes and food security in Karamoja,Related to climate
Strengthening Local Governance Systems to Improve Business Climate in Mesoamerica Forest Sector,Related to climate
Strengthening Malawi's resilience to climate change,Related to climate
Strengthening nutrition programmes for vulnerable groups,Related to climate
Strengthening nutrition programmes for vulnerable groups in Karamoja,Related to climate
Strengthening of SREDA and Dissemination of Solar Lantern in Bangladesh,Related to climate
Strengthening Palm Oil Sustainability,Related to climate
Strengthening Palm Oil Sustainability in Indonesia,Related to climate
"Strengthening resilience of 700,000 pastoralists and agro pastoralists, by securing, servicing and promoting trans border livestock mobility across Mauritania, Senegal, Mali, Burkina Faso and Niger",Related to climate
"Strengthening the capacity of at least 335,000 people living along river banks in the Chadian Sahelian Belt to better withstand flooding and drought",Related to climate
Strengthening the Jharkhand Urban Planning and Management Institute (JUPMI) and disseminating the lessons learned for smart urban development in India by University of Westminster (UoW) covering activities under ICF.,Related to climate
"Strengthening urban resilience in disaster prone areas - (resources, climate finance)",Related to climate
Structural and functional refurbishment works for safer and greener health facilities in the Caribbean,Related to climate
Study on Sustainability of Indonesia's Economic Growth Model,Related to climate
Study to improve evidence on the impacts of climate change on poverty,Related to climate
Sub-contractors for the Sustainable Urban Economic Development Programme in Kenya,Related to climate
Summaries of the impact of climate change on DFID countries in Africa (total 10 countries),Related to climate
"Support (resource) to the Climate Innovation Centre (CIC) who will provide financing and services to help researchers, entrepreneurs and companies develop and deploy innovative technologies and business models",Related to climate
"Support climate change resilience related knowledge, capacity building and policy related activities, as well as project interventions, in second and thrid -tier Asian cities via grant funds and technical assistance support",Related to climate
Support effective monitoring and evaluation of the International Climate Fund,Related to climate
Support Effective Monitoring and Evaluation of the International Climate Fund (ICF) (Low Carbon Development),Related to climate
Support for a Senior Scientist at the Centre for International Forestry Research,Related to climate
Support for Civil Society Participation in the Clean Development Mechanism  Process,Related to climate
Support for Civil Society participation in the Clean Development Mechanism process,Related to climate
"Support for creation of assets to support decentralised county climate change adaptation, information and services",Related to climate
"Support for decentralised county climate change adaptation, information and services",Related to climate
Support for El Nino Preparedness and Response in Kakuma refugee Camp,Related to climate
Support for Energy Sector Analysis that influences global energy decision makers,Related to climate
Support for Forest Agriculture Commodity Trade (FACT) dialogue through the  Indonesia Multi-stakeholder Forestry Programme (MFP),Related to climate
Support for Fund Structure and procedures study -Flexible Fund – supporting businesses to get renewable energy innovations to scale in developing countries,Related to climate
Support for low carbon climate resilient projects aimed at reducing poverty among the people of Kenya,Related to climate
"Support for Negotiation of Guyana's Forestry, Law, Enforcement, Governance and Trade Voluntary Partnership Agreement with in the European Union",Related to climate
"Support for priority actions to operationalise the ""Implementation Plan for Development Resilient to Climate Change in the Caribbean""",Related to climate
Support for sustainable energy use through capital investments that improve access to clean energy and support refugees and communities around the Dadaab and Kakuma refugee camps cope with the effects of Climate Change.,Related to climate
Support for the Climate Resilience Execution Agency of Dominica,Related to climate
Support for the Global Commission on Adaptation,Related to climate
Support for the Global Resilience Partnership to help catalyse and deliver on UK aims for the UNSG’s 2019 Summit.,Related to climate
"Support for the Global Water Partnership at global, regional and country level to build knowledge and evidence and strong institutional frameworks to deliver resilience to climate change through improved water security",Related to climate
Support for the Indonesia Climate Change Trust Fund (ICCTF),Related to climate
Support for the International Water Stewardship Programme.,Related to climate
Support for the promotion of Conservation Agriculture in Zambia,Related to climate
Support for the United Nations Secretary General's Climate Change Support Team,Related to climate
Support for the Water Partnership Programme to enhance climate resilience through the integration of water resources management in World Bank loans and grants,Related to climate
Support for Water Security,Related to climate
Support ICF led activities by NIUA on setting up of a Technical Support Unit ensuring implementation of Disabled friendly Cities guidelines in Indian cities and to Operationalise the Learning platform on India's National Urban Innovation Hub .,Related to climate
Support Implementation of an Emergency Drought Response in Zambia,Related to climate
"Support of ""Forest Day 5"", meeting, Durban",Related to climate
Support on Climate Change Programme,Related to climate
Support on national approaches  to adaptation Monitoring and Evaluation through the Organisation for Economic Cooperation and Development - phase 1,Related to climate
Support on Sectoral plans and WASH/DRR related awareness and BCC,Related to climate
Support the implementation of Promoting Equality in African Schools programme through development of a climate sensitive curriculum,Related to climate
Support the implementation of the Promoting Equality in African Schools programme through contribution to climate smart construction techniques of schools,Related to climate
Support the Regional Preparatory Process on the Africa Climate Change Position Paper,Related to climate
Support the REVIVE Platform - ICF,Related to climate
Support the World Bank energy sector work via the Energy Sector Management Assistance Programme (ESMAP) - Research and Evidence Department funded.,Related to climate
Support the World Bank’s energy sector work via the Energy Sector Management Assistance Programme (ESMAP) - GRD funded via Cities and Infrastructure for Growth (CIG).,Related to climate
"Support to Act Change Transform! (ACT!) for climate change civil society advocacy, outreach and media",Related to climate
Support to Agriculture markets in Ghana - ICF,Related to climate
Support to Alternative Energy Promotion Centre - Post-Earthquake Response for Renewable Energy,Related to climate
Support to Alternative Energy Promotion Centre - Post-Earthquake Response for Renewable Energy - CDEL,Related to climate
Support to Alternative Energy Promotion Centre and Climate Change Unit,Related to climate
Support to Bangladesh on Climate Change Negotiations by International Union for Conservation of Nature,Related to climate
Support to Bangladesh's National Urban Poverty Reduction Programme (NUPRP)- ICF RDEL,Related to climate
Support to Bangladesh's National Urban Poverty Reduction Programme (NURPR)- ICF CDEL,Related to climate
Support to Bangladesh’s National Urban Poverty Reduction Programme (NUPRP),Related to climate
"Support to Burma for the developmentand negotiation of a Forest Law Enforcement, Governance and Trade Voluntary Partnership Agreement with the European Union",Related to climate
Support to CDRI - ICF Component,Related to climate
Support to Christian Aid for the Enhancing Community Resilience to Effects of Climate change- ICF,Related to climate
Support to Climate and Carbon Unit and Conflict Sensitising Forestry and Climate Change Adaptation- not in use,Related to climate
Support to Climate Change Programme - Procurement of Services,Related to climate
"Support to Climate Change Programme Activities. This includes building disaster resilient ponds, irrigation facilities, improving management of water springs, inspecting dams, and tree planting.",Related to climate
Support to Climate for Development in Africa - Programme Design,Related to climate
Support to Coalition to Disaster Resilient Infrastructure,Related to climate
Support to Comprehensive Disaster Management Implementation in the Caribbean,Related to climate
Support to Comprehensive Disaster Management Implementation in the Caribbean through the Caribbean Disaster Emergency Management Agency,Related to climate
Support to Concern Universal Accountable for enhancing community resilience to effects of climate change - ICF,Related to climate
Support to Concern Worldwide: Building Community Resilience in Marsabit County,Related to climate
Support to Consultative Group for International Agricultural Research (CGIAR),Related to climate
Support to COP 17 preparatory process,Related to climate
Support to Design of New Resilience Programme,Related to climate
Support to design the Enhancing Resilience programme in Karamoja,Related to climate
Support to develop better ways to estimate & track the amount of private finance mobilised by donors for adaptation to climate change in developing countries,Related to climate
Support to developing countries to repurpose agriculture subsidies,Related to climate
Support to emergency response to climatic conditions in Karamoja,Related to climate
Support to erection of Solar electrified Pre-fabricated Pharmacy Storage Units,Related to climate
Support to Forest Indonesia Conference,Related to climate
"Support to Forestry, Law, Enforcement, Governance and Trade Voluntary Partnership Agreement in the Republic of Congo",Related to climate
Support to Geothermal development in the Eastern Caribbean (CDEL),Related to climate
Support to Geothermal development in the Eastern Caribbean (CDEL) - Saint Vincent Project,Related to climate
Support to Global Water Partnership,Related to climate
Support to Goal for the Resilient Communities through Viable Economic Recovery(RECOVER) - for the South Sudan Humanitarian Assistance and resilience building programme – Programme Costs  / International Climate Fund costs,Related to climate
"Support to Government - National Cash Transfers, Benazir Income Support Programme - Internationl Climate Fund [NOT IN USE]",Related to climate
Support to Humanity and Inclusion (HI) to deliver mental health and psychosocial support (MHPSS) and disability inclusion programming - international climate finance capital costs,Related to climate
Support to IGIF (Indonesia Green Investment Fund),Related to climate
Support to improve access to education in Arid and Semi-Arid lands and informal settlements,Related to climate
Support to improve school infrastructure in Arid and Semi-Arid lands and informal settlements,Related to climate
Support to improved water and sanitation in rural areas - Zimbabwe,Related to climate
Support to Indonesia Multi Stakeholder Forest Governance Programme,Related to climate
Support to International Solar Alliance (ISA) - India Global Programme - ICF Component,Related to climate
Support to Medair for emergency preparedness and response for the South Sudan Humanitarian Assistance and resilience building programme – International Climate Fund Capital Costs,Related to climate
"Support to Nepal’s Green, Resilient and Inclusive Development Platform",Related to climate
Support to Not-for-Profit Organisations towards strengthening civil society advocacy on responses to climate change challenges and their link to development,Related to climate
Support to Operations of Climate Network,Related to climate
"Support to Oxfam for the building of resilience in women, men, and youth to environmental and conflict related disasters and shocks - for the South Sudan Humanitarian Assistance and resilience building programme –International Climate Fund Costs",Related to climate
Support to Preparatory Process for UN Framework Convention on Climate Change Conference of Parties 17,Related to climate
Support to Private Sector Energy Efficiency in South Africa,Related to climate
Support to PRONASAR (Government of Mozambique Rural WASH Programme) via Fund Manager - capital climate expenditure,Related to climate
Support to Prospero (a Special Purpose Vehicle) - in house Small and Medium Scale Enterprises support and investment promotion under International Climate Finance,Related to climate
Support to Prospero investments - Capital Development Expenditure Limit and International Climate Finance funds,Related to climate
"Support to Rainforest Foundation UK (RFUK) to deliver a phased approach to realising secure, appropriate and equitable forms of community based forest management in Democratic Republic of Congo (DRC)",Related to climate
"Support to REACT East Africa to catalyse private sector investment an innovation that increases access to low cost, clean energy for businesses and households, and/or provides product/ services that help rural people adapt to climate change (Regional",Related to climate
"Support to REACT East Africa to catalyse private sector investment and innovation that increases access to low cost, clean energy for businesses and households, and/or provides product/services that help rural people adapt to climate change(Tanzania)",Related to climate
"Support to reduce hunger gaps, improve long-term food security and mitigate conflict among the rural poor in the states of Northern Bahr El Ghazal, Warrap and Eastern Equatoria - Annual Reviews",Related to climate
"Support to reduce hunger gaps, improve long-term food security and mitigate conflict among the rural poor in the states of Northern Bahr El Ghazal, Warrap and Eastern Equatoria - World Vision Australia",Related to climate
"Support to reduce hunger gaps, improve long-term food security and mitigate conflict among the rural poor in three states of  Northern Bahr El Ghazal, Western Bahr El Ghazal and Warrap, South Sudan - FAO",Related to climate
"Support to regulatory reform processes in Vietnam, Laos and Cameroon - Towards legal timber supply chains between VPA countries",Related to climate
"Support to Rural Water Supply, Sanitation & Hygiene in Tanzania",Related to climate
Support to Set-up the Centre for Disaster Protection (CDP),Related to climate
Support to Solidarites: Improving drought resilience in Marsabit County,Related to climate
Support to South Africa's low-carbon transition - Design,Related to climate
"Support to the  Least Developed Countries Fund (LDCF), which aims to increase climate resilience by funding priority interventions in National Adaptation Programmes",Related to climate
Support to the 8th International Conference on Community-Based Adaptation,Related to climate
Support to the Adaptation Fund,Related to climate
Support to the Adaptation Fund for developing countries to build climate resilience,Related to climate
"Support to the Climate Innovation Centre (CIC) who will provide financing and services to help researchers, entrepreneurs and companies develop and deploy innovative technologies and business models",Related to climate
Support to the Development Partners Group - Environment (DPGE) Secretariat Function,Related to climate
Support to the Finance Innovation for Climate Change Fund,Related to climate
Support to the Finance Innovation for Climate Change Fund (FICCF) that will support scale up of challenging adaptation and mitigation projects using innovative financing instruments,Related to climate
Support to the Food and Land Use (FOLU) Coalition,Related to climate
Support to the Global Agriculture and Food Security Programme (GAFSP),Related to climate
Support to the Global Commission on Adaptation,Related to climate
Support to the Global Resilience Partnership,Related to climate
Support to the increase of levels of productivity and competitiveness in Zambia’s private sector- Fees and Expenses for Supplier - ICF,Related to climate
Support to the Indonesia Climate Change Trust Fund (ICCTF),Related to climate
"Support to the International Agriculture Research Centres developing and delivering agriculture technologies and knowledge to reduce poverty, hunger and adapt to climate change.",Related to climate
"Support to the International Organisation for Migration (IOM) for provision of Water, Sanitation and Hygiene -  for the South Sudan Humanitarian Assistance and resilience building programme – International Climate Fund costs",Related to climate
Support to the Ministry of Finance on Low Carbon,Related to climate
"Support to the multilateral Climate Investment Funds (CIFs), four funding windows supporting country-led investments in low carbon, climate-resilient development",Related to climate
Support to the Nairobi Railway City - Architectural Design,Related to climate
Support to the Nairobi Railway City- Phase 2,Related to climate
Support to the Palestinian water and energy sectors - International Climate Finance ICF,Related to climate
Support to the Private Enterprise Programme Impact Invest Fund - ICF,Related to climate
Support to the Private Sector Fund of the Global Agriculture and Food Security Programme to mainstream climate change into the loans they make to private sector organisations for food security and agriculture projects in developing countries,Related to climate
Support to the Public Sector Fund of the Global Agriculture and Food Security Programme to mainstream climate change into the grants they make developing country partners for food security and agriculture projects,Related to climate
Support to the Renewable Energy and Adaptation to Climate Technologies “window” of the Africa Enterprise Challenge Fund (Resource),Related to climate
Support to the Tropical Forest Alliance to reduce tropical deforestation related to key agricultural commodities by 2020,Related to climate
Support to the West and Central African Council for Agricultural Research and Development (WECARD/CORAF),Related to climate
Support to Trademark East Africa Rwanda (TMEA) Rwanda Country Programme - Strategy II,Related to climate
"Support to water resource management in Karamoja, Uganda",Related to climate
Support to Wiltonpark Conference on Indonesia’s leadership of a sustainable growth pattern,Related to climate
Support to World Vision: Strengthening Livelihoods through Improved Natural Resource Management,Related to climate
"Supporting 250,000 vulnerable farmers and agro-pastoralists, particularly women and girls, in South Sudan to become resilient to climate stresses and shock",Related to climate
Supporting a Sustainable Future for Papua’s Forests,Related to climate
Supporting African organisations working for better forest governance,Related to climate
Supporting African Organisations Working for Forest Governance,Related to climate
Supporting and Rebuilding Agriculture in Protracted Crises (SRAPC) Implementation phase (ICF),Related to climate
"supporting China-Africa collaboration to improve forest resource governance, fostering good stewardship of forest resources to benefit the poor",Related to climate
Supporting Climate Resillience in Value chains,Related to climate
"Supporting Food Agriculture Organisation on Forrest law Enforcement, Governance and Trade (FLEGT)",Related to climate
Supporting Forestry Communities to Improve their Tenure and Market Access,Related to climate
Supporting Indian Trade and Investment for Africa  - International Climate Finance,Related to climate
Supporting Pastoralism and Agriculture in Recurrent and Protracted Crises (SPARC),Related to climate
"Supporting peace-building and climate-related conflict management to improve safety and security of women, girls, boys and men and their communities.",Related to climate
Supporting Structural Reform in the Indian Power Sector,Related to climate
Supporting Sustainable and Resilient Infrastructure for COVID affected urban informal settlements - ICF,Related to climate
Supporting Sustainable Artisal mining in Rwanda-contribution to ICF,Related to climate
Supporting the establishment of sustainable economic activities (TEFOS Pillar 3),Related to climate
Supporting the establishment of sustainable economic activities (TEFOS Pillar 3) CDEL,Related to climate
"SUR1M: scaling- up Resilience to Climate Extremes for 1 million people in the Niger River Basin of Niger, Burkina Faso and Mali",Related to climate
Sustainability Tariff Study for Rural Electrification in Sierra Leone,Related to climate
Sustainable Crop Production Research for International Development (SCPRID),Related to climate
Sustainable Crop Production Research for International Development (SCPRID) - Research,Related to climate
Sustainable Development of Mining in Rwanda (SDMR),Related to climate
Sustainable Energy and Economic Development (SEED) Programme,Related to climate
Sustainable Energy for All -UN Foundation Start Up,Related to climate
Sustainable Energy for the Eastern Caribbean (SEEC) (CDEL),Related to climate
Sustainable Energy for the Eastern Caribbean (SEEC) (RDEL),Related to climate
Sustainable Energy for Women and Girls (SEWG),Related to climate
Sustainable energy for women’s health services (health clinic electrification),Related to climate
Sustainable Energy Fund for Africa (SEFA) - CDEL,Related to climate
Sustainable Energy Fund for Africa (SEFA) RDEL,Related to climate
Sustainable Finance and Standards,Related to climate
Sustainable Inclusive Livelihoods through Tea Production in Rwanda,Related to climate
Sustainable renewable energy for unserved primary schools in Khyber Pakhtunkhwa,Related to climate
Sustainable Renewables Risk Mitigation Initiative (SRMI) - CDEL,Related to climate
Sustainable Renewables Risk Mitigation Initiative (SRMI) - RDEL,Related to climate
Sustainable Urban Economic Development Programme (SUED),Related to climate
"SVL-SME Fund – investment in equity and equity-related investments in start ups across India with a focus on climate, environment and sustainability (ICF-DCI)",Related to climate
Tackling global plant and animal health risks which threaten global food systems and health - in partnership with the Bill & Melinda Gates Foundation (BMGF),Related to climate
TAF VGF - Private Infrastructure Development Group's contribution to the Investment Climate Fund,Related to climate
TAF/DevCo - Private Infrastructure Development Group's contribution to the Investment Climate Fund,Related to climate
Tanzania  International Climate Financing for investments and fund management,Related to climate
Tanzania Climate Change Institutional Strengthening Programme,Related to climate
TEA - Battery Challenge via Faraday Institution,Related to climate
TEA - Clean Energy Partnerships (CEP) via Acumen,Related to climate
TEA - Contribution to the World Bank Energy Sector Management Assistance Program (ESMAP),Related to climate
TEA - Energy Catalyst via Innovate UK,Related to climate
TEA - Peer to Peer Solar Africa Programme via Energy 4 Impact,Related to climate
TEA - Research Programme Delivery Consortium (RPDC) via Carbon Trust,Related to climate
TEA - Transforming Energy Access,Related to climate
TEA - Transforming Inclusive Energy Markets (TIME) via Shell Foundation,Related to climate
Teacher Effectiveness and Equitable Access for Children Solarisation Programme 2022,Related to climate
Technical Assistance and CDKN (Climate Devt. & Knowledge Network),Related to climate
Technical assistance facility for contribution to Coalition for Disaster Resilient Infrastructure multi-donor trust fund’ (MDTF),Related to climate
Technical Assistance Facility for Infrastructure for Resilient Island States (IRIS),Related to climate
Technical Assistance Facility to catalyse private investment in sustainable land use and reduced deforestation,Related to climate
Technical Assistance for Adaptive and shock responsive social protection in Pakistan,Related to climate
Technical assistance for Low Carbon Development in Papua,Related to climate
Technical Assistance for Renewable Energy and Energy Efficiency for Sustainable Energy in Industry,Related to climate
Technical Assistance for Smart Cities (ICF),Related to climate
Technical Assistance for Smart Cities (TASC),Related to climate
Technical Assistance for the Water for Growth programme,Related to climate
"Technical Assistance Infrastructure Scoping Study, International Climate Fund Component.",Related to climate
Technical assistance on climate change,Related to climate
Technical assistance on expansion of renewable energy options - ICF RDEL ( Contract),Related to climate
Technical assistance on Spatial Planning in Papua,Related to climate
Technical assistance on wider economic development and other UKCIF activities. (TA- ICF RDEL),Related to climate
Technical Assistance Package on Environment and Climate for Papua Island,Related to climate
Technical assistance provided to the Seed Capital Assistance Facility II to support first time funds and developers,Related to climate
Technical assistance support to Agriculture Programme funded by DFID International Climate Fund facility,Related to climate
Technical Assistance to companies for inclusive and sustainable investment and value chain coordination - International Climate Fund contribution,Related to climate
Technical Assistance to companies for inclusive and sustainable investment and value chain coordination (FY21/22 RED contribution),Related to climate
