iati_identifier,text,label
GB-1-202619-113,Support to Solidarites: Improving drought resilience in Marsabit County,Related to climate
GB-1-202604-108,[FINISHED] Innovating For Climate Resilience Fund in ASEAN markets,Related to climate
GB-1-205231-123,(Not in Use) Office Establishment and Running Costs,Related to climate
GB-GOV-1-300751-108,World Food Programme (WFP) ARC Replica,Related to climate
GB-1-205222,Cities and Infrastructure for Growth (CIG),Related to climate
GB-1-204637-116,Project preparation for investments in rural healthcare electrification and solar testing laboratories,Related to climate
GB-GOV-1-300705-113,Race for Resilience - New scope of work DFID Climate Mainstreaming Facility consultancy support,Related to climate
GB-1-202822,Support effective monitoring and evaluation of the International Climate Fund,Related to climate
GB-1-205061-105,Support to Geothermal development in the Eastern Caribbean (CDEL),Related to climate
GB-1-111635-176,VPA Preparation and Implementation,Related to climate
GB-1-204884-105,Managing the Renewable Energy Web Knowledge Portal,Related to climate
GB-1-113848-102,"Accountable Grant AG5065: ACCELERATING REFORMS IN FOREST TENURE AND GOVERNANCE TO MEET PRIORITY GLOBAL CHALLENGES : STRATEGIC ANALYSES, NARRATIVES AND NETWORKS TO ADVANCE LOCAL RIGHTS AND DEVELOPMENT",Related to climate
GB-1-202833-104,Formulating Action Plans and Assesment on conflict resolution in the framework of forest tenure reform,Related to climate
GB-1-203294-101,Community Disaster Risk Reduction Fund,Related to climate
GB-1-202541-110,Climate Smart Agriculture - Implementation costs for the projects Results Facility and Learning and Influencing components.,Related to climate
GB-1-202948-125,"Ensuring knowledge products are available on the Evidence on Demand website, and dissimated through social media.",Related to climate
GB-1-204248-103,"Strategy, Due Diligence follow up, Evaluation",Related to climate
GB-1-202948-129,"Technical assistance to integrate gender into climate programming, through capturing and disseminating lessons, innovation and best practice.",Related to climate
GB-1-111635-175,Legality Verification System China,Related to climate
GB-1-112589,Global Village Energy Parnership (GVEP),Related to climate
GB-1-111635-141,Mc/GEA/046-Ad Hoc Tasks Final Payment,Related to climate
GB-GOV-1-300164,Climate Adaptation Water and Energy Infrastructure Programme,Related to climate
GB-1-111635-121,Accountable Grant AG5114: PROMOTING GOOD GOVERNANCE IN THE FOREST SECTOR,Related to climate
GB-1-202957-103,Preparation of Results-Based Financing Projects and Knowledge Activities,Related to climate
GB-GOV-1-300126-108,CLARE - CREWS - Climate Risk and Early Warning System,Related to climate
GB-1-203641,Social Protection Support to the Poorest in Rwanda,Related to climate
GB-1-203516,"Monitoring , Evaluation and Learning from  the International Climate Fund",Related to climate
GB-1-202536,Scaling up of the Energy and Environment Partnership with Southern and East Africa,Related to climate
GB-1-200390-104,Low Carbon Development in Ghana,Related to climate
GB-GOV-1-300125-111,CCG - Research supporting multilateral and regional lending banks green infrastructure investment flows (climate focus),Related to climate
GB-1-204624-103,WISER - Africa Regional Department Capital investment (CDEL - equipment) to improve weather early warning systems and inform better agriculture decisons,Related to climate
GB-1-204290-103,Productive Safety Net Programme Phase 4 - ICF programme,Related to climate
GB-GOV-1-300705-115,Adaptation Action Coalition - Sector Workstreams - Water,Related to climate
GB-1-204202,Sustainable Energy for Women and Girls (SEWG),Related to climate
GB-1-202597-102,UK Capital budget contribution to Ethiopian Government's Climate Resilient Green Economy Strategy,Related to climate
GB-1-203835-105,Future Climate For Africa (FCFA) - Principal component funding research consortia at both global and regional level Research ICF,Related to climate
GB-1-105801,Regional Hunger & Vulnerability Programme for Southern Africa,Related to climate
GB-1-204456,Programme of Support to Agriculture in Rwanda,Related to climate
GB-1-203516-105,International  Advisory Group – Technical Advice -  to provide analyse and synthesise complex and varied programme level evaluation evidence and other forms of evidence based on the ICF Fund.,Related to climate
GB-1-204024-109,"Support to Government - National Cash Transfers, Benazir Income Support Programme - Internationl Climate Fund [NOT IN USE]",Related to climate
GB-1-203674-102,SNP - Technical Advice to Government,Related to climate
GB-1-204949-102,"NCE Annual Summit: London, 29th June 2016",Related to climate
GB-GOV-1-300798-102,Institutional Strengthening to mitigate climate-related shocks and stresses in Pakistan,Related to climate
GB-1-202948-120,DFID Tanzania support for building economic resilience and adaptive capacity for growth and poverty reduction - scoping and business case development for ICF financing.,Related to climate
GB-GOV-1-300885-107,British Support for Infrastructure Projects uses technical assistance to support partner governments (RDEL ICF),Related to climate
GB-1-202549-110,Equipment for climate change adaptation activities in health facilities in Kenya - Marie Stoppes International,Related to climate
GB-1-201196-113,Support to Concern Universal Accountable for enhancing community resilience to effects of climate change - ICF,Related to climate
GB-1-202520,"Water for Three States (Red Sea, Gadarif and Kassala)",Related to climate
GB-GOV-1-301495-115,Skill Share and Secondment Expenses,Related to climate
GB-1-202948-127,This study will pilot and disseminate the early value for money adaptation' toolkit that was developed under phase 1 of this study,Related to climate
GB-1-204640-110,Climate Financing - ICF,Related to climate
GB-GOV-1-301303-101,Technical assistance facility for contribution to Coalition for Disaster Resilient Infrastructure multi-donor trust fund’ (MDTF),Related to climate
GB-GOV-1-301015-109,Technical assistance support to the World Bank/Government of Uganda,Related to climate
GB-1-201918,Options for Piloting Crediting and Trading Mechanisms,Related to climate
GB-1-202433-110,Disaster Resilience Programme,Related to climate
GB-GOV-1-300678,Core Contribution 2020 - 2021 Food and Agriculture Organisation,Related to climate
GB-GOV-1-300111-102,LEIA - Low Energy Inclusive Appliances - Appraisal and Design funds,Related to climate
GB-GOV-1-300116-104,Green Growth Facility (ICF),Related to climate
GB-GOV-1-300185-104,Improved Collaborative Management Effectiveness of Conservation Areas in Papua and West Papua Provinces,Related to climate
GB-1-111635-179,"Principles, Criteria and Indicators",Related to climate
GB-GOV-1-300724-103,Scaling up Nature-based Solutions for Improving Integrated Water Resources Management and Enhanced Water Security in Pakistan,Related to climate
GB-GOV-1-300751-109,Caribbean Regional Water Utilities Insurance Scheme,Related to climate
GB-1-204674-105,"Technical Assistance Infrastructure Scoping Study, International Climate Fund Component.",Related to climate
GB-1-202948-118,"To measure the impact of DFID programmes on resilience, to inform improved value for money of future programmes",Related to climate
GB-1-203516-103,"A contract with the World Health Organisation (WHO) / United Nations Development Programme (UNDP) to measure the health benefits of moving from cooking on polluting open fires e.g. wood to cleaner energy e.g. improved stoves, electricity or gas",Related to climate
GB-GOV-1-301526-101,Powering Sierra Leone's Hospitals,Related to climate
GB-1-203871-101,ESRES Programme Design Costs,Related to climate
GB-1-204867-104,TEA - Project design via PricewaterhouseCoopers,Related to climate
GB-1-203134-101,Low Carbon Studies 1,Related to climate
GB-1-200822-104,CDKN scoping work continuation,Related to climate
GB-1-202216-103,Global Environment Facility  5th replenishment  3rd Promissory Note,Related to climate
GB-1-111635-163,Promoting Good Governance in the Forestry Sector,Related to climate
GB-1-205071,Central Asia South Asia (CASA 1000) Electricity Transmission Project,Related to climate
GB-1-203582-101,Provision of finance to the Rwanda Fund for Climate Change and Environment,Related to climate
GB-1-200509-101,Work on Adaptation & Economic Growth,Related to climate
GB-1-203582-105,Provision of finance to the Rwanda Fund for Climate Change and Environment,Related to climate
GB-1-111635-107,Accountable Grant AG4713: BUILDING MULTI STAKEHOLDER COALITIONS IN CENTRAL WEST AFRICA AND CHINA,Related to climate
GB-GOV-1-300705-122,AU to support the GRAP,Related to climate
GB-1-203998-105,Support for developer credit lines and capital support,Related to climate
GB-1-114394-110,Accountable Grant Third Pole Project,Related to climate
GB-GOV-1-300351-127,International Climate Finance (ICF) support through the Technical Advisory Facility for early stage project development and viability gap funding mobilisation to help the Kenya PPP Unit prepare a pipeline of investment-ready projects.,Related to climate
GB-1-204594-101,"the design and implementation features that maximise the synergies between social protection programming and economic development – including options of sequencing, complementarities, and how programmes can bridge the gap for those that no longer require",Related to climate
GB-1-205082-107,Programme Completion Review,Related to climate
GB-1-203473-105,"To improve households resilience to shocks, prevent distress selling of assets and improving government’s ability to respond to climate related shocks.",Related to climate
GB-GOV-1-300303-103,Freetown Landslide Emergency Response,Related to climate
GB-1-204788-103,ICF Sustainable Resource Management and Deepening Devolution to integrate climate change in national planning,Related to climate
GB-1-203469,Risk Pools Programme (RPP),Related to climate
GB-1-203282-103,Appraisal and Design of Promoting Low Carbon Development with Returnable Capital in Indonesia,Related to climate
GB-1-202817-102,Smallholder Adaptation Programme (SAP) – Climate and Environmental Appraisal,Related to climate
GB-GOV-1-300109-110,Create more efficient ways of implementing Smart City Plans (SCPs); inclusive & resilient - World Bank (ICF),Related to climate
GB-1-205231-113,(Not in Use) Market Enabling Activities,Related to climate
GB-1-204338-101,Appraisal and Design of the Sustainable Urban Economic Development Programme in Kenya,Related to climate
GB-1-204956-103,Monitoring and Evaluation of programme to improve Livelihoods and Land Use in Congo Basin Forests,Related to climate
GB-1-201724-114,Forest Footprint Disclosure,Related to climate
GB-1-201918-105,Piloting greater use of standardised approaches to the Clean Development Mechanism,Related to climate
GB-GOV-1-300141-103,Financial Assistance for Renewable Energy and Energy Efficiency for Sustainable Energy in Industry,Related to climate
GB-GOV-1-300113-101,Support to Design of New Resilience Programme,Related to climate
GB-1-202376-104,Evaluation on Promoting Low Carbon Growth in Indonesia,Related to climate
GB-1-204640-112,Support Implementation of an Emergency Drought Response in Zambia,Related to climate
GB-1-202433,UK Support to Increase Resilience to Natural Disasters in Nepal,Related to climate
GB-1-202539-105,LIDAR,Related to climate
GB-1-201527-102,Technical support to help base UK climate change investments on best available evidence,Related to climate
GB-1-204623-110,Rapid Response Fund (RRF),Related to climate
GB-1-203766-115,"Consolidated Water, Sanitation and Hygiene Account for the construction of Water Supply and Sanitation facilities – ICF for capital",Related to climate
GB-1-204624-104,WISER - Research and Evidence Divisions programme (RDEL) investment to improve weather early warning systems and inform better agriculture decisons,Related to climate
GB-1-202595-101,Climate Resilience Implementation Plan (IP) priority activities,Related to climate
GB-1-204784,"Green Mini-Grids Africa Regional Facility for Market Preparation, Evidence and Policy Development",Related to climate
GB-1-205126,Facility for Oil Sector Transformation II,Related to climate
GB-1-201286-104,BRAC - International Climate Fund,Related to climate
GB-GOV-1-300674,Building the capacity of the Caribbean Disaster Emergency Management Agency (CDEMA),Related to climate
GB-1-111635-148,FGT Review 2010,Related to climate
GB-1-204984-106,"Monitoring, Evaluation and Learning Unit (MEL). The MEL unit will collect results data and analyse impact. It will conduct research and help the programme to learn and adapt. It will share knowledge with a range of audiences in Nepal and beyond.",Related to climate
GB-1-202745-105,Evaluation of the Investments in Forestry and Sustainable Land Use project,Related to climate
GB-1-203034-105,KNOW FOR - Rapid Response Mechanism- Consultancies,Related to climate
GB-1-111635-123,Accountable Grant AG5041: DEVELOPMENT AND IMPLEMENTATION OF FOREST TRANSPARENCY INITIATIVE,Related to climate
GB-1-201918-106,Support for Civil Society participation in the Clean Development Mechanism process,Related to climate
GB-GOV-1-300814-106,"Global Innovation Programme - International Climate Finance, Non-Fiscal Programme Capital",Related to climate
GB-1-204637,Africa Clean Energy Programme (ACE),Related to climate
GB-1-202948-128,Four in-depth case studies to provide new robust evidence on how economies can develop in a way that builds resilience to climate change,Related to climate
GB-GOV-1-300808-102,Climate Finance and Policy (Technical Assistance) - RDEL,Related to climate
GB-GOV-1-300921-108,Equity investments through stockbroker,Related to climate
GB-1-204794-110,Accountable Grant with Partnering Hope into Action,Related to climate
GB-GOV-1-300125,Climate Compatible Growth,Related to climate
GB-GOV-1-300675,Low Carbon Development Initiative 2 (LCDI 2) Programme,Related to climate
GB-1-204338-113,Management of the Sustainable Urban Economic Development Programme,Related to climate
GB-GOV-1-300230-112,Climate Resilient Infrastructure Development Facility CDEL Expenditure,Related to climate
GB-1-202541-102,Climate Smart Agriculture Policy and Results Facility,Related to climate
GB-1-201129-104,Nepal Climate Change Support Programme - SUPPORT TO CLIMATE CHANGE START UP PHASE,Related to climate
GB-1-205157-121,Technical assistance on wider economic development and other UKCIF activities. (TA- ICF RDEL),Related to climate
GB-1-202745-106,Support to the Food and Land Use (FOLU) Coalition,Related to climate
GB-1-201866-107,Strategic Climate Institutions Programme (SCIP)- Interim support to Environmental Protection Authority,Related to climate
GB-1-202822-105,Report on approaches to monitoring and evaluating climate change programmes,Related to climate
GB-1-205142,The India-UK Global Partnership Programme on Development,Related to climate
GB-1-202745,Investments in Forests and Sustainable Land Use,Related to climate
GB-1-205268-102,Strengthening humanitarian preparedness and response in Bangladesh- Contribution to UNOPS- ICF RDEL,Related to climate
GB-1-201866-109,Strategic Climate Institutions Programme (SCIP)- Fund Manager of the Government and Civil Society pillar,Related to climate
GB-1-204270-120,Zambia  International Climate Financing - Investment and Fund Management,Related to climate
GB-GOV-1-300230-108,Programme Funded Climate and Environment Advisor,Related to climate
GB-1-204941-102,Funding to activities aimed at improving the resilience of tea production to climate change and variability SCON-climate finance component (30%),Related to climate
GB-GOV-1-300724,Water Resource Accountability in Pakistan (WRAP),Related to climate
GB-GOV-1-300126-104,CLARE - ESPA - Eco System Services for Poverty Alleviation,Related to climate
GB-1-204477,Exiting Poverty in Rwanda,Related to climate
GB-1-204045-108,Urban Water for Sudan- East- implementation of the Strategic Investment Programme for water and sanitation (ICF-CDEL),Related to climate
GB-1-205231-118,(Not in Use) Support to Cenfri via Financial Sector Deepening Africa (FSDA) for Insurance Market Development,Related to climate
GB-1-203844-104,Consortium on Growth and High Volume Transport Research - ICF spend,Related to climate
GB-GOV-1-300554-118,Bangladesh RRNRP (ICF CDEL): Contribution to UNHCR for supplying cooking gas to Rohingya refugees.,Related to climate
GB-1-202534-101,Climate Change Institutional Strengthening Programme,Related to climate
GB-1-204794-113,Partnership with The Energy Resource Institute (TERI),Related to climate
GB-GOV-1-300524-102,Recovery planning improvements and inclusive resilience action in Caribbean countries,Related to climate
GB-GOV-1-300113-105,IFPRI Research and Evidence,Related to climate
GB-1-204059-104,Assessing the Potential and Options for extension to the existing India – UK Energy Incubator Programme (post incubator support),Related to climate
GB-1-202619-109,"Trocaire: Strengthening Community Resilience in Turkana County, Kenya",Related to climate
GB-GOV-1-300113-110,"Monitoring, evaluation, learning and facilitating adaptive management  in support of the Building Resilience and adapting to climate change (BRACC) programme",Related to climate
GB-1-202376,Promoting Low Carbon Development in Indonesia,Related to climate
GB-1-201724-131,Support for Implementation of Ghana's FLEGT Voluntary Partnership Agreement,Related to climate
GB-1-201724-151,Developing methods for measuring the deforestation avoided as a result of International Climate Fund projects,Related to climate
GB-1-201980,Private Enterprise Programme in Zambia,Related to climate
GB-GOV-1-300125-109,CCG - World Bank Mobility and Logistics Trust Fund research on the transport-energy nexus for sustainable mobility (climate focus),Related to climate
GB-1-203134,Low Carbon Studies - research projects to support the development of the International Climate Fund,Related to climate
GB-GOV-1-301502-101,Colombia Land Administration Support Multi-Donor Trust Fund ( RDEL ),Related to climate
GB-1-203871-109,ESRES Programme Phase 2 Monitoring and Evaluation Spend,Related to climate
GB-1-200200-102,African Development Bank's Africa Water Facility,Related to climate
GB-1-201774-101,Stimulating New Business Models for Delivery of Modern Energy Services in Rwanda Through Advance Market Commitments for Renewable Energy,Related to climate
GB-1-203768,Strengthening Emergency Preparedness and Response in Kenya (2014-2018),Related to climate
GB-GOV-1-300028,LINKS – 'Powering Economic Growth in Northern Nigeria',Related to climate
GB-GOV-1-300113-113,Lean Season Support to food insecure people in Malawi,Related to climate
GB-1-200496,Cooperation in International Waters in Africa,Related to climate
GB-1-203357-113,Support for the Mombasa Port Resilient Infrastructure Project,Related to climate
GB-1-205222-113,Support the World Bank’s energy sector work via the Energy Sector Management Assistance Programme (ESMAP) - GRD funded via Cities and Infrastructure for Growth (CIG).,Related to climate
GB-1-204456-104,World Bank Programme for Results Support to Agriculture in Rwanda funded by DFID International climate Fund facility,Related to climate
GB-1-203674-105,SNP: Trust Fund Contribution to IFC (TA - Advisory Services),Related to climate
GB-GOV-1-300147-103,"Supporting peace-building and climate-related conflict management to improve safety and security of women, girls, boys and men and their communities.",Related to climate
GB-1-114394-102,South Asia Water Initiative Complimentary Project,Related to climate
GB-1-114028,Support for a Senior Scientist at the Centre for International Forestry Research,Related to climate
GB-GOV-1-300421-104,International Climate  Fund ICF-DCI,Related to climate
GB-1-201724-157,"Support to regulatory reform processes in Vietnam, Laos and Cameroon - Towards legal timber supply chains between VPA countries",Related to climate
GB-GOV-1-300125-113,Support for Programme Funded Post (growth focus),Related to climate
GB-1-204250-102,Climate element of the infrastucture and cities central facility,Related to climate
GB-1-202495-114,Green Capital Development Investment to meet office targets of Investment Climate Fund.,Related to climate
GB-1-200711-102,Climate Change Accountable Grant,Related to climate
GB-1-202995-112,WFP: Support sustainable environmental interventions that improve the lives of refugees in Kakuma and Dadaab refugee camps.,Related to climate
GB-1-202571,Support to the Global Agriculture and Food Security Programme (GAFSP),Related to climate
GB-1-201894-101,National Strategy on Climate Change and Low Carbon Development,Related to climate
GB-1-201931-101,"Green Africa Power: Monitoring and Evaluation, knowledge management.",Related to climate
GB-1-205122,Malawi Humanitarian Preparedness and Response Programme,Related to climate
GB-1-202376-103,Project feasibility and design,Related to climate
GB-1-204020-107,Clean Energy Investment Index,Related to climate
GB-1-201913-109,Climate Change - Africa Enterprise Challenge Fund (AECF),Related to climate
GB-1-200368-110,"To provide grants and other financial products to support 22 developing countries, especially Low Income Countries to develop programmes and interventions to shift to a low carbon climate resilient economic development pathway",Related to climate
GB-1-201129-101,Nepal Climate Change Support Programme design and start up,Related to climate
GB-1-205061-103,Monitoring & Evaluation (M&E) for renewable energy development in the Eastern Caribbean (RDEL),Related to climate
GB-1-201724-118,Capacity Strengthening and Empowerment to Improve Forest Governance,Related to climate
GB-GOV-1-300164-104,Climate Water Adaptation Policy Component,Related to climate
GB-1-205231-144,Crisis and Disaster Risk Financing - Catalyst Civil Society Innovation,Related to climate
GB-1-111635-129,International Meetings,Related to climate
GB-GOV-1-300825,Support to Social Protection Programme 2 (SSPP2),Related to climate
GB-1-114058-101,Procurement of Services for Climate Change Programme,Related to climate
GB-1-200136-106,Africa Climate Policy Centre (ACPC) / CLIM Dev-Africa Programme,Related to climate
GB-1-114058-108,Programme Capital Costs for Bangladesh Climate Change Resilience Fund,Related to climate
GB-GOV-1-300705-101,Mobilising action on climate resilience through the World Economic Forum,Related to climate
GB-1-201724-122,Transforming Global Markets for Timber & Agriculture Commodities:Legality Resource Rights & Livelihoods,Related to climate
GB-1-200529-102,"HR, Travel & Miscellaneous Costs of Project Manager of Global Knowledge on Climate Change Adapttion: Lessons from China Project",Related to climate
GB-GOV-1-301240,Empowerment and Development for Girls Education,Related to climate
GB-1-204044,Building Resilience in the Sahel through Adaptive Social Protection,Related to climate
GB-1-202844,Southern Agriculture Growth Corridor Programme in Tanzania,Related to climate
GB-1-203864-107,Better Health in Bangladesh – TA Through UN Organisation (ICF),Related to climate
GB-1-204637-107,Monitor and review the ACE programme,Related to climate
GB-1-111635-162,Engaging the Timber Trade in Tackling Illegal Logging and Other International Forestry INITITATIVES,Related to climate
GB-1-201989-102,Vietnam: DFID-World Bank Climate Change Partnership - Trust Fund With WB,Related to climate
GB-1-202884-103,"Support for the Global Water Partnership at global, regional and country level to build knowledge and evidence and strong institutional frameworks to deliver resilience to climate change through improved water security",Related to climate
GB-1-204270-128,Sierra Leone International Climate Financing - Investment and Fund Management,Related to climate
GB-1-205258-101,Green Economic Growth for Papua,Related to climate
GB-GOV-1-300808-104,Weather and Climate Information Services (WISER 3) - RDEL,Related to climate
GB-1-202921-107,"Stimulation of marked based mechanisms to build the resilience of 348,000 climate vulnerable people in Ethiopia",Related to climate
GB-1-203574-115,Support for low carbon climate resilient projects aimed at reducing poverty among the people of Kenya,Related to climate
GB-1-202948-116,Report exploring the role of international public finance for adaptation,Related to climate
GB-GOV-1-300675-105,Low Carbon Development Initiative 2 (LCDI 2) Programme - Capital,Related to climate
GB-GOV-1-300702,Accelerating Ethiopia's Economic Transformation,Related to climate
GB-1-201527-101,Technical support to help base UK climate change investments on best available evidence,Related to climate
GB-1-201879-104,[FINISHED] Ideas to Impact - Project Funds to support innovation for the poor Research,Related to climate
GB-1-201879-107,[FINISHED] Ideas to Impact mid term review,Related to climate
GB-1-203574-103,Technical Assistance to Government of Kenya for implementation of the National Climate Change Action Plan,Related to climate
GB-GOV-1-300110-109,Strengthening the Jharkhand Urban Planning and Management Institute (JUPMI) and disseminating the lessons learned for smart urban development in India by University of Westminster (UoW) covering activities under ICF.,Related to climate
GB-1-203034-109,"KNOWFOR - Rapid Response Mechanism, Trust Fund Arrangements",Related to climate
GB-1-205058-108,UK - Ghana Partnership for Jobs and Economic Transformation (JET) ICF,Related to climate
GB-1-201774,Piloting Output-Based Financing for Climate Change,Related to climate
GB-1-203595,Achieving Water Security in the Southern Agricultural Growth Corridor,Related to climate
GB-1-202921-108,"Building the resilience of 1.7 million people across Burma to climate extremes: saving lives, protecting livelihoods, improving institutional coordination, and influencing national policy",Related to climate
GB-1-202536-103,"Technical assistance, and Monitoring & Evaluation for the Scaling up of the Energy and Environment Partnership programme with Southern and Eastern Africa",Related to climate
GB-GOV-1-300057-106,Global Environment Facility 7th Replenishment,Related to climate
GB-1-202555,Private Sector Energy Efficiency,Related to climate
GB-1-201196,Enhancing Community Resilience Programme,Related to climate
GB-1-205271-104,CABI - Support to the International Research Centres Programme - ICF,Related to climate
GB-1-203595-102,Achieving Water Security in the Southern Agricultural Growth Corridor,Related to climate
GB-1-204020-102,Build of database - Climatescope - Clean Energy Investment Index,Related to climate
GB-GOV-1-300123-105,MECS - Contribution to the World Bank Energy Sector Management Assistance Program (ESMAP) (new ICF component),Related to climate
GB-1-205082-106,Rural Water for Sudan-East (infrastructure) (ICF-CDEL),Related to climate
GB-1-201893-101,evaluating the impact of insurance in helping poor farmers protect their livelihoods,Related to climate
GB-GOV-1-300057-101,Global Environment Facility 7th replenishment - Climate,Related to climate
GB-1-114028-102,Accountable Grant AG4990: DFID SUPPORT FOR A SENIOR SCIENTIST TO FOCUS ON CLIMATE CHANGE AND FORESTS AT CIFOR,Related to climate
GB-1-203123-102,Monitoring and Evaluation,Related to climate
GB-1-204640-113,Programme Front Line Delivery Cost for Humanitarian Adviser,Related to climate
GB-1-204984-108,"Nepal Renewable Energy Programme. This component will support, governance, demand, supply and finance of Nepal's renewable energy sector.",Related to climate
GB-1-204956-102,DRYAD - Financing sustainable community forestry enterprises in Cameroon through support to ICRAF (International Centre for Research in Agroforestry),Related to climate
GB-1-202108-103,Agric Model Inter Comparison and Improvement Project - Agric Team Funding,Related to climate
GB-1-205231-121,** HERA MIGRATION ** Internal Programme Management Costs,Related to climate
GB-1-200529-104,Accountable Grant for University of Oxford UKCIP ACCC Risk and Vulnerability Assessments and Adaptation Planning,Related to climate
GB-1-201724-146,"Supporting Food Agriculture Organisation on Forrest law Enforcement, Governance and Trade (FLEGT)",Related to climate
GB-1-204044-101,Humanitarian: Building Resilience in the Sahel through Adaptive Social Protection Fund - Social Protection component (ICF spend),Related to climate
GB-1-203272-104,"To provide safer, greener health facilities to deliver care in disasters.",Related to climate
GB-1-203469-104,"(Not in Use) Support to African Risk Capacity (ARC) Agency to provide technical assistance to African Countries seeking to participate, or participating, in the ARC Risk Pool",Related to climate
GB-1-204212,Health and Climate Change,Related to climate
GB-1-204783,Climate Action for Middle East and North Africa (CAMENA),Related to climate
GB-1-205231-125,(Not in Use) Contributions to the World Bank Single Donor Trust Funds (SDTF),Related to climate
GB-GOV-1-300728-114,ICF West & Central African Virus Epidemiology (WAVE),Related to climate
GB-1-204338-110,Support to the Nairobi Railway City- Phase 2,Related to climate
GB-GOV-1-301015-103,SME Financing - Aceli Africa - Market Incentive Facility,Related to climate
GB-1-201538-102,Additional Posts in MDBS - Pipeline,Related to climate
GB-GOV-1-300705-103,Support to the Global Commission on Adaptation,Related to climate
GB-1-203445-115,Imagine CDEL ICF Component,Related to climate
GB-GOV-1-300808-109,Sustainable Energy Fund for Africa (SEFA) - CDEL,Related to climate
GB-1-200136,Climate Development for Africa,Related to climate
GB-1-204637-102,Facility providing technical assistance to improve access for off-grid solar enterprises,Related to climate
GB-1-201913-110,Climate Change - State University of New York (SUNY),Related to climate
GB-GOV-1-300794,Agriculture Transformation in Ghana,Related to climate
GB-GOV-1-300185-101,The Papua Atlas of Deforestation and Commercial Plantations,Related to climate
GB-GOV-1-301516-101,To accelerate implementation of nationally determined contributions through strategic private sector investments in sustainable infrastructure. Support to achieve emission reduction commitments with Technical Assistance - RDEL,Related to climate
GB-1-201857-105,M4P Facilitation and Management - International Climate Financing,Related to climate
GB-1-203998-104,Technical assistance for market development and coordination work,Related to climate
GB-GOV-1-300303-101,Rural Electrification in Sierra Leone - Capital Spend,Related to climate
GB-1-113889-110,Congo Basin Forest Fund - Community Forest Mapping in the Congo Basin As a Means of Forest Protection,Related to climate
GB-GOV-1-301000-105,Partnership with ADB Urban Climate Change Resilience Trust Fund (UCCRTF) -RDEL,Related to climate
GB-GOV-1-301499,Urban Climate Action Programme,Related to climate
GB-1-204984-116,"Nepal Renewable Energy Programme (Capital, Climate Finance - Financial Aid)",Related to climate
GB-1-203603-108,Support to emergency response to climatic conditions in Karamoja,Related to climate
GB-1-202921-105,Evidence paper to inform programme design and expected results estimates,Related to climate
GB-1-202824,Unlocking the Geothermal Potential of Montserrat,Related to climate
GB-1-204471-103,Access to Finance Rwanda phase II (ICF 25%),Related to climate
GB-1-201724-134,"Monitoring of the Forest Governance, Markets & Climate Programme",Related to climate
GB-GOV-1-300003-113,"UNICEF's Supporting the use of cash in emergency response (resource, climate finance)",Related to climate
GB-1-201295-115,Training and Business Planning for Shea Butter Intellectual Property in Northern Uganda,Related to climate
GB-GOV-1-300686,Support for the Climate Resilience Execution Agency of Dominica,Related to climate
GB-1-200200,African Development Bank's Africa Water Facility,Related to climate
GB-1-205128-116,Multilateral Environment and Climate related Humanitarian Support- Rdel,Related to climate
GB-1-201672,Support for the Indonesia Climate Change Trust Fund (ICCTF),Related to climate
GB-1-203444-118,British International Investment Programme of Support (Core capital) in ODA eligible countries (ICF),Related to climate
GB-1-203226,Promoting energy efficiency amongst Indonesia small and medium enterprises,Related to climate
GB-GOV-1-300003-102,"Monitoring and Evaluations Learning Unit (MEL) - (resource, climate finance)",Related to climate
GB-1-203574-107,Support to the Renewable Energy and Adaptation to Climate Technologies “window” of the Africa Enterprise Challenge Fund (Resource),Related to climate
GB-1-202775-102,DFID support for Kailash Sacred Landscape Conservation and Development Initiative (ICIMOD),Related to climate
GB-1-201575-107,To provide technical assistance to Energy Africa priority countries that increases political attention on the enabling environment for accelerating investment and deployment of household solar systems in each country,Related to climate
GB-GOV-1-300808-107,Cooperation in International Waters (CIWA) - RDEL,Related to climate
GB-1-203281,Comprehensive Programme on Spatial Planning and Low Carbon Development in Papua,Related to climate
GB-1-204338-103,Seed Funding for Investments under the Sustainable Urban Economic Development Programme in Kenya,Related to climate
GB-1-202539-104,Regional Transboundary Water Resources Programme - Evaluation,Related to climate
GB-1-200368-105,1st Promissory Note for supplemental contribution to the CIFs (formerly ETF) CTF,Related to climate
GB-1-204456-105,Technical assistance support to Agriculture Programme funded by DFID International Climate Fund facility,Related to climate
GB-GOV-1-300230-102,Transboundary Water Management (TWM) programme in SADC,Related to climate
GB-1-200456-102,Accountable Grant Ag5175 Future Agricultures Consortium Phase 2 Gig RNRAT Funding,Related to climate
GB-1-202921-103,"Knowledge, Evidence and Lesson learning for building resilience to climate extremes",Related to climate
GB-GOV-1-300303-104,Sustainability Tariff Study for Rural Electrification in Sierra Leone,Related to climate
GB-1-201879-106,[FINISHED] Frontier Technology - RED,Related to climate
GB-GOV-1-300116-105,Aceli Africa (RDEL ICF),Related to climate
GB-1-105801-101,Implementation of the Regional and Hunger Vulnerability  programme,Related to climate
GB-1-114175-110,Improving washing and toilet facilities and protecting the homesteads from flood for extremely poor people in North West Bangladesh,Related to climate
GB-1-204956,CONGO - Improving Livelihoods and Land Use in Congo Basin Forests,Related to climate
GB-1-201575-103,Independent mid-term review of Renewable Energy and Adaption Climate Technologies (REACT) programme,Related to climate
